0.0 0.500000 1.500000 2.500000 3.500000 4.500000 
0.001000 0.500747 1.503731 2.509722 3.513769 4.507031 
0.002000 0.501490 1.507426 2.519387 3.527574 4.514123 
0.003000 0.502227 1.511084 2.528995 3.541416 4.521278 
0.004000 0.502959 1.514706 2.538546 3.555294 4.528495 
0.005000 0.503686 1.518293 2.548039 3.569207 4.535774 
0.006000 0.504409 1.521845 2.557475 3.583155 4.543116 
0.007000 0.505127 1.525363 2.566852 3.597137 4.550522 
0.008000 0.505840 1.528847 2.576170 3.611153 4.557990 
0.009000 0.506548 1.532298 2.585430 3.625202 4.565522 
0.010000 0.507252 1.535716 2.594631 3.639284 4.573117 
0.011000 0.507952 1.539102 2.603772 3.653398 4.580776 
0.012000 0.508647 1.542456 2.612853 3.667544 4.588499 
0.013000 0.509339 1.545779 2.621875 3.681721 4.596286 
0.014000 0.510025 1.549071 2.630837 3.695929 4.604138 
0.015000 0.510708 1.552333 2.639738 3.710167 4.612053 
0.016000 0.511387 1.555565 2.648579 3.724435 4.620034 
0.017000 0.512062 1.558767 2.657360 3.738733 4.628078 
0.018000 0.512733 1.561941 2.666080 3.753059 4.636188 
0.019000 0.513400 1.565086 2.674739 3.767414 4.644362 
0.020000 0.514063 1.568203 2.683336 3.781797 4.652601 
0.021000 0.514722 1.571292 2.691873 3.796208 4.660905 
0.022000 0.515378 1.574354 2.700348 3.810646 4.669274 
0.023000 0.516030 1.577389 2.708762 3.825111 4.677707 
0.024000 0.516679 1.580398 2.717115 3.839602 4.686206 
0.025000 0.517324 1.583381 2.725406 3.854119 4.694770 
0.026000 0.517965 1.586338 2.733636 3.868662 4.703399 
0.027000 0.518604 1.589270 2.741804 3.883230 4.712092 
0.028000 0.519239 1.592177 2.749910 3.897823 4.720851 
0.029000 0.519870 1.595060 2.757955 3.912440 4.729674 
0.030000 0.520499 1.597919 2.765939 3.927081 4.738563 
0.031000 0.521124 1.600753 2.773860 3.941747 4.747516 
0.032000 0.521746 1.603565 2.781721 3.956435 4.756534 
0.033000 0.522365 1.606353 2.789519 3.971147 4.765616 
0.034000 0.522981 1.609119 2.797257 3.985881 4.774763 
0.035000 0.523594 1.611862 2.804933 4.000638 4.783974 
0.036000 0.524203 1.614583 2.812547 4.015417 4.793249 
0.037000 0.524810 1.617283 2.820101 4.030217 4.802589 
0.038000 0.525415 1.619961 2.827593 4.045039 4.811992 
0.039000 0.526016 1.622619 2.835025 4.059881 4.821459 
0.040000 0.526614 1.625255 2.842396 4.074745 4.830990 
0.041000 0.527210 1.627871 2.849706 4.089629 4.840584 
0.042000 0.527803 1.630467 2.856955 4.104533 4.850241 
0.043000 0.528394 1.633043 2.864145 4.119457 4.859962 
0.044000 0.528981 1.635600 2.871274 4.134400 4.869745 
0.045000 0.529566 1.638138 2.878343 4.149362 4.879591 
0.046000 0.530149 1.640656 2.885353 4.164344 4.889498 
0.047000 0.530729 1.643156 2.892303 4.179344 4.899468 
0.048000 0.531307 1.645637 2.899193 4.194363 4.909500 
0.049000 0.531882 1.648101 2.906025 4.209399 4.919593 
0.050000 0.532454 1.650546 2.912798 4.224454 4.929748 
0.051000 0.533025 1.652974 2.919512 4.239526 4.939963 
0.052000 0.533593 1.655385 2.926168 4.254615 4.950239 
0.053000 0.534158 1.657778 2.932766 4.269722 4.960576 
0.054000 0.534721 1.660155 2.939307 4.284845 4.970972 
0.055000 0.535283 1.662515 2.945789 4.299985 4.981428 
0.056000 0.535841 1.664858 2.952215 4.315142 4.991943 
0.057000 0.536398 1.667186 2.958584 4.330314 5.002518 
0.058000 0.536952 1.669498 2.964897 4.345502 5.013151 
0.059000 0.537505 1.671794 2.971153 4.360706 5.023842 
0.060000 0.538055 1.674074 2.977354 4.375926 5.034592 
0.061000 0.538603 1.676340 2.983499 4.391160 5.045399 
0.062000 0.539149 1.678590 2.989588 4.406410 5.056263 
0.063000 0.539693 1.680826 2.995623 4.421674 5.067184 
0.064000 0.540235 1.683047 3.001604 4.436953 5.078161 
0.065000 0.540775 1.685254 3.007531 4.452246 5.089194 
0.066000 0.541313 1.687446 3.013404 4.467554 5.100283 
0.067000 0.541849 1.689625 3.019223 4.482875 5.111428 
0.068000 0.542383 1.691789 3.024994 4.498211 5.122623 
0.069000 0.542915 1.693941 3.030709 4.513559 5.133876 
0.070000 0.543446 1.696078 3.036371 4.528922 5.145183 
0.071000 0.543974 1.698203 3.041981 4.544297 5.156544 
0.072000 0.544501 1.700315 3.047540 4.559685 5.167958 
0.073000 0.545026 1.702414 3.053049 4.575086 5.179425 
0.074000 0.545549 1.704500 3.058506 4.590500 5.190944 
0.075000 0.546071 1.706573 3.063914 4.605927 5.202515 
0.076000 0.546591 1.708635 3.069272 4.621365 5.214138 
0.077000 0.547109 1.710684 3.074580 4.636816 5.225811 
0.078000 0.547625 1.712721 3.079840 4.652279 5.237535 
0.079000 0.548140 1.714747 3.085051 4.667753 5.249310 
0.080000 0.548653 1.716760 3.090214 4.683240 5.261133 
0.081000 0.549164 1.718763 3.095330 4.698737 5.273006 
0.082000 0.549674 1.720754 3.100398 4.714246 5.284928 
0.083000 0.550182 1.722733 3.105419 4.729767 5.296899 
0.084000 0.550688 1.724702 3.110395 4.745298 5.308917 
0.085000 0.551194 1.726660 3.115324 4.760840 5.320982 
0.086000 0.551697 1.728607 3.120208 4.776393 5.333095 
0.087000 0.552199 1.730543 3.125047 4.791957 5.345254 
0.088000 0.552699 1.732470 3.129841 4.807530 5.357460 
0.089000 0.553198 1.734385 3.134591 4.823115 5.369710 
0.090000 0.553696 1.736291 3.139297 4.838709 5.382007 
0.091000 0.554192 1.738186 3.143960 4.854314 5.394348 
0.092000 0.554687 1.740072 3.148580 4.869928 5.406733 
0.093000 0.555180 1.741948 3.153158 4.885552 5.419162 
0.094000 0.555672 1.743814 3.157694 4.901186 5.431635 
0.095000 0.556162 1.745670 3.162188 4.916830 5.444150 
0.096000 0.556651 1.747518 3.166640 4.932482 5.456708 
0.097000 0.557139 1.749356 3.171053 4.948144 5.469309 
0.098000 0.557625 1.751184 3.175424 4.963816 5.481951 
0.099000 0.558110 1.753004 3.179756 4.979496 5.494634 
0.100000 0.558594 1.754815 3.184048 4.995185 5.507358 
0.101000 0.559076 1.756617 3.188302 5.010883 5.520122 
0.102000 0.559557 1.758410 3.192516 5.026590 5.532926 
0.103000 0.560037 1.760195 3.196693 5.042305 5.545770 
0.104000 0.560516 1.761971 3.200831 5.058029 5.558653 
0.105000 0.560993 1.763739 3.204932 5.073761 5.571574 
0.106000 0.561469 1.765498 3.208997 5.089502 5.584534 
0.107000 0.561944 1.767250 3.213024 5.105250 5.597532 
0.108000 0.562418 1.768993 3.217016 5.121007 5.610566 
0.109000 0.562890 1.770728 3.220971 5.136772 5.623638 
0.110000 0.563362 1.772456 3.224891 5.152544 5.636747 
0.111000 0.563832 1.774175 3.228777 5.168325 5.649892 
0.112000 0.564301 1.775887 3.232627 5.184113 5.663072 
0.113000 0.564769 1.777592 3.236444 5.199908 5.676288 
0.114000 0.565235 1.779289 3.240226 5.215711 5.689539 
0.115000 0.565701 1.780978 3.243975 5.231522 5.702824 
0.116000 0.566165 1.782661 3.247691 5.247339 5.716143 
0.117000 0.566629 1.784336 3.251375 5.263164 5.729497 
0.118000 0.567091 1.786004 3.255026 5.278996 5.742883 
